mean_interval_width,median_interval_width,confident_positive_pct,confident_negative_pct,uncertain_pct,precision_high_r_obs_uplift,recall_incremental_captured,policy_value_by_r_decile,reliability_monotonicity_spearman,group_coverage_test
0.12019307116071902,0.06598695360297914,0.046702359963737616,0.0,0.9532976400362624,0.007780335561039516,0.5198501549588526,"[0.0029157793987514237, 0.002098841061432397, 0.002088884781967783, 0.0020628819413720466, 0.0020696013209721975, 0.0020748350624426575, 0.0020596903855296363, 0.002061562169998918, 0.0020596903855296367, 0.002127429031947927]",0.4787878787878787,1.0
