mean_interval_width,median_interval_width,confident_positive_pct,confident_negative_pct,uncertain_pct,precision_high_r_obs_uplift,recall_incremental_captured,policy_value_by_r_decile,reliability_monotonicity_spearman,group_coverage_test
0.03650941011963008,0.016333713342281994,0.08908556710519476,0.0,0.9109144328948052,0.05434479912236942,0.6816634777379023,"[0.04548188443594456, 0.040482972883514275, 0.03851724963882009, 0.038365083805864265, 0.03834576216352601, 0.038300812129850016, 0.03827437326449044, 0.03827436873008823, 0.038252863613501414, 0.0383757016462301]",0.8181818181818182,1.0
